[Global]
  start time        : 2020-05-24 01:06:55
  duration (s)      : 1582
  active nodes      : 10
  messages sent     : 447 
  messages received : 444 (99%)
  messages lost     : 3 
  rcv duration (s)  : 0, 269, 23 (min, max, avg) 

[Nodes]
---------------------------------------------------------------------------------------------------------
    NodeId    duration (s)   sndEvts   nbRcv/total   minNhb   maxNhb   outCon    inCon   rcvDuration (s)
---------------------------------------------------------------------------------------------------------
     dmis01      1335          47         39/39         1        6         22       22    (0, 258, 50)
     dmis05      1404          43         41/42         1        7         25       25    (0, 244, 25)
     dmis08      1430          41         50/50         1        6         28       34    (0, 186, 12)
     dmis09      1374          40         41/42         1        8         29       26    (0, 197, 19)
     dmis12      1400          51         53/53         1        8         37       29    (0, 193, 25)
     dmis13      1389          48         47/47         1        7         33       34    (0, 269, 16)
     dmis14      1370          41         42/42         1        8         34       34    (0, 117, 12)
     dmis17      1290          37         36/37         1        5         31       26    (0, 101, 19)
     dmis18      1380          49         37/37         1        6         24       28    (0, 211, 32)
     dmis20      1410          50         58/58         1        9         26       31    (0, 206, 22)

[Messages]
-----------------------------------------------------------------------------------------------------------------------------
        MessageId             src           dst         sndStep         rcvStep     rcvDuration (s)   sndTime     rcvTime
-----------------------------------------------------------------------------------------------------------------------------
     OEvverfFXhvTkfSA        dmis08        dmis09         11000           11000            0          01:07:06    01:07:06
     NxtVcgNscAyQYwMy        dmis09        dmis08         15000           15000            0          01:07:10    01:07:10
     gndfTlxoiGGwJZvw        dmis09        dmis08         16000           16000            0          01:07:11    01:07:11
     YOrDxGVzJuRjsDIa        dmis09        dmis08         19000           19000            0          01:07:14    01:07:14
     VqcUeLBACdzNGStW        dmis08        dmis09         20000           20000            0          01:07:15    01:07:15
     YqrFHYMgHhBRntUK        dmis08        dmis09         22000           22000            0          01:07:17    01:07:17
     QnIlyfbinHEWiBUh        dmis09        dmis08         22000           22000            0          01:07:17    01:07:17
     lyEqjIsLLRarJVok        dmis08        dmis09         22000           22000            0          01:07:17    01:07:17
     AUAJukqWGZuDuypk        dmis05        dmis09         28000           57000           29          01:07:23    01:07:52
     RmmouJpFFgPYlxAD        dmis09        dmis18         29000           36000            7          01:07:24    01:07:31
     lhPvIdBpMFhBYDlk        dmis08        dmis18         34000           35000            1          01:07:29    01:07:30
     bSSoLPNRuWUhYmDy        dmis05        dmis18         35000           90000           55          01:07:30    01:08:25
     tFVoxtrSiyHGxdlc        dmis12        dmis08         36000           36000            0          01:07:31    01:07:31
     rxdYCORHBXQCwnEP        dmis12        dmis18         40000           40000            0          01:07:35    01:07:35
     XFdiFYlWzDPUMDqE        dmis18        dmis05         53000          101000           48          01:07:48    01:08:36
     SbFquXKfXrnXXyZo        dmis12        dmis08         64000          100000           36          01:07:59    01:08:35
     KiOKoQudZAaibURS        dmis09        dmis05         65000          136000           71          01:08:00    01:09:11
     xFmBtGiUfBYBOCSi        dmis12        dmis08         65000          100000           35          01:08:00    01:08:35
     DscpauCLlDdxyTHm        dmis08        dmis09         67000           67000            0          01:08:02    01:08:02
     gGJcsZYBBUexVVIy        dmis05        dmis09         71000          100000           29          01:08:06    01:08:35
     bEMottWIwreDDRdA        dmis18        dmis12         76000           90000           14          01:08:11    01:08:25
     wIkEGXAHcSBOXRUA        dmis18        dmis05         90000          136000           46          01:08:25    01:09:11
     IQsqyKlMenqYlPMg        dmis01        dmis08         95000          125000           30          01:08:30    01:09:00
     oJJdNkkQAJlbRYNa        dmis14        dmis01         96000           96000            0          01:08:31    01:08:31
     gyycXKhUEWRButrt        dmis12        dmis18         97000          124000           27          01:08:32    01:08:59
     gnrKSijLlMQnzHpl        dmis20        dmis13         98000          126000           28          01:08:33    01:09:01
     yEococbqfwHewXZm        dmis14        dmis12        107000          129000           22          01:08:42    01:09:04
     IdhFMwksfZSSYUwk        dmis09        dmis14        108000          124000           16          01:08:43    01:08:59
     iIpxuAowLzxfZNfx        dmis14        dmis17        112000          126000           14          01:08:47    01:09:01
     FkwvCsyeSymvVdoD        dmis09        dmis14        123000          124000            1          01:08:58    01:08:59
     JghPZqoUdUPrrPbJ        dmis17        dmis05        127000          136000            9          01:09:02    01:09:11
     TubhYcZdyHhwggIp        dmis14        dmis09        128000          128000            0          01:09:03    01:09:03
     NcMaRbRlzoUyAZWi        dmis05        dmis18        138000          138000            0          01:09:13    01:09:13
     YDxTLhqtIoUYtNhz        dmis12        dmis14        139000          145000            6          01:09:14    01:09:20
     wUDoGlBlqRYqEOpO        dmis13        dmis20        145000          145000            0          01:09:20    01:09:20
     wiPreLZcEFhJYkju        dmis18        dmis20        147000          147000            0          01:09:22    01:09:22
     rAMLCCKnDhsCwyBS        dmis14        dmis09        152000          152000            0          01:09:27    01:09:27
     NmfqRTPQelFxLcHW        dmis17        dmis08        155000          155000            0          01:09:30    01:09:30
     IXKWVVQCwkvvfRhK        dmis09        dmis14        157000          157000            0          01:09:32    01:09:32
     aYjIDmApRjRsMcCR        dmis08        dmis12        159000          159000            0          01:09:34    01:09:34
     WggWAJInmnmmgTaI        dmis08        dmis12        171000          171000            0          01:09:46    01:09:46
     XLIWqNCFGmfboocX        dmis01        dmis05        171000          171000            0          01:09:46    01:09:46
     tLTWYtOrCFJQjNHg        dmis08        dmis20        172000          172000            0          01:09:47    01:09:47
     FGlAhLbIiHIdCqBR        dmis05        dmis20        173000          173000            0          01:09:48    01:09:48
     DEfIWfMrEYMbDCgN        dmis09        dmis05        174000          205000           31          01:09:49    01:10:20
     iqLiHBEmXuDpLFAa        dmis17        dmis14        174000          176000            2          01:09:49    01:09:51
     uCZsEBYEiHCQqNHH        dmis14        dmis05        181000          205000           24          01:09:56    01:10:20
     bRJXMAzKmUfrLPDR        dmis09        dmis20        181000          199000           18          01:09:56    01:10:14
     TOEVZmLNzXBhtCso        dmis08        dmis17        192000          246000           54          01:10:07    01:11:01
     euPeGasKPkIbBXJz        dmis01        dmis08        196000          245000           49          01:10:11    01:11:00
     wfXutnstHuzqfXzl        dmis20        dmis17        199000          199000            0          01:10:14    01:10:14
     NFdKSNgwJAXGToBt        dmis12        dmis14        199000          201000            2          01:10:14    01:10:16
     SVAauDHwvjkUCGWA        dmis18        dmis14        205000          205000            0          01:10:20    01:10:20
     nuUryEEcozEmzIeT        dmis14        dmis20        206000          206000            0          01:10:21    01:10:21
     MsxgAiRLwjBytslP        dmis20        dmis13        209000          216000            7          01:10:24    01:10:31
